star_score,reple
10,공짜 영화표 있어서 봤는데 가볍게 보기 좋았으여
10,진짜 오스트가 영화랑 잘 맞고 또 연기는 아직 경력이 많이 부족한 배우 치고는 괜찮은 편이다 솔직히 보면서 울었는데 보고나서 여운이 남는 영화임
10,가볍게 재미잇게봣어용
10,"이야기 전개가 잘 짜여져 있다거나 세련된 구성의 느낌은 없지만, 불량 청소년? 이라고 하긴 그렇고 청소년들 사이에 있을 법한 이야기를 가족적으로 잘 담은것 같고, 무엇보다 박초롱의 연기를 볼수 있어서 좋았다."
산티아고의 흰 지팡이
10,산티아고 순례길의 멋진 풍경을 보는 것만으로도 가슴이 뻥 뚫립니다.
8,그녀는 보이지 않았지만 오히려 보이는 나에게 보이지 않는 것을 알려주웠다.
7,순례길 오랜만에 볼 수 있어 좋았어요
10,지나온 인생을 돌아보게하는 영화~~산티아고 순례길을 걸어보려는 계획을 세우게합니다.
6,무엇보다 영상미가 아름다웠습니다.
10,굉장히 많은것을 생각할 수 있는 영화였습니다.
10,잔잔하고 좋네요산티아고 정말 가보고싶어요.
10,산티아고 순례길의 아름다운 풍경과 함께 인생을 이야기해주는 힐링 영화입니다~
6,한 번쯤 가보고 싶은 여정
10,너무 보고싶습니다.구입해서 보고싶은데 네이버 다음 등 어느 한 곳 아직 등록이 안되어있네요..언제쯤 구입할 수 있을까요
소셜노마드
10,빠아끄~!보는 내내 집중해서보게되는 몰입감 좋네요
10,학생인 저의 가슴 한켠을 뜨겁게 울리는듯 했습니다.모두들. 한번씩 꼭 보시기 바랍니다.
10,너무재밌어요 꼭보세요
10,젊은 청년들의 꿈을 그리는 영화네요 두근거림이 좋습니다
10,다큐멘터리가 아닌 진짜 이야기여서 좋았습니다! 나에게 일어날 수 있는 이야기라서 감동이 있고 재미가 있어서 공감 100%! 뒷 이야기들도 궁금하네요!!
1,평점 조절용 평점
수색자
10,별점 2개 반점 준 초딩은 누구냐?이 영화는 인종주의를 옹호하는 정통 서부극이 아니라 인디언을 비판어린 시각으로 보는 백인을 비판적인 시각으로 보는 수정주의 서부극이다. 알지도 모르면서 이 영화를 함부로 평가하지 마라 초딩들아
10,"관람자를 압도하는 영상, 짧은 시간에도 선명한 로맨스와 유머, 부족함이 없는 완전한 인물들, 그리고 거대한 풍광을 담아내는 촬영은 기원에 가깝다. 반 세기를 넘는 현대성과 영상만큼 압도적인 존 웨인의 눈빛마저 모두 역사적이다."
10,복잡한 이론 다 집어치고... 일단 재밌자나
10,가장 휼룡한 서부극이자  모든 것이 담겨있는 영화
7,볼만하다 존웨인의 남성미를 느낄수있다
10,평점 조절이 필요함. 7점대 영화는 아니라고 생각한다.
10,"이 영화는 인디언 과 백인의 대결이나 정복자 피정복자...뭐 그런 사상이나 이념 그런 거 떠나서 그냥 하나의 서부극 영화로 봐야 함. 미 남부 배경이 멋있고, 마지막 영화 끝나기 전에 존 웨인이 홀로 등을 돌린 채 홀로 터벅터벅 걸어 가는 뒷모습이 아주 애절했던 기억...미 서부극의 수작임."
9,보수주의자가 새로운 질서.첨 보는 세계에 직면할 때의 반응은?미국의 서부를 넘어 전 인류가 질문해 볼 주제.
10,
10,와~~~57년도에 한국서 개봉 했다면 나도 태어 나기 한참 전이네 ~ㅎ 존웨인 할아버지 나온영화 아니 명작이겠지? 지금 tv The Move방송에서 해주고 있네
스쿠프
7,휴 잭맨은 악역을 해도 선역같이 멋있네~ ㅋ
8,어느 순간 드라마장르가 바뀌는데 이질감이 없다.
10,정말 잘 만든 영화. 역시 우디.
7,장르를감독의 뛰어난 재치로 바꿔버리네요 볼만해욬ㅋㅋ
7,우디 알렌 스타일의 유쾌함이 느껴지는 영화
10,보기에 유쾌한 영화였다. 특히 우디 앨런 감독이 제일 재밌었다.
6,부담 없이 가볍게 즐기는 로맨틱 코미디와 약간의 범죄 수사
8,"스칼렛의 약간 푼수같은 스타일연기 ㅋ 베플 감상평이 나랑 같은 생각 ""부담 없이 가볍게 즐기는 로맨틱 코미디와 약간의 범죄 수사"""
6,죽어서도 수다떠는 우디 알렌 ㅋㅋㅋ
8,이 영화 매력있네.. 근데  포스터가 저게 뭐야..
시라이
3,에라이  ))))((((
1,진짜로 엄청 재미없어요.돈아까움 금방 무료로 올라올듯
2,공포영화를  보고싶었는데 개같은 촌구석 영화관에 딱하나있던 공포영화가 이 개같은 영화였다는게 참을수 없이 화가났다 그와중에 엔딩크레딧 ost는 내취향이라 이노래를 듣기위해 1시간짜리 광고를 본 기분이었다
1,나만 재미없었나? 보는 사람도 적고 방영하는 곳도 적고 보다가 지루해서 거의 자면서 봄ㅠ 감독 소설은 좋아하는데 영화는 아닌듯;;
1,[안보는게 낫다] 라는  분... 무섭지 않으세요??? 영화의 내용은 [안보면 죽는다] 입니다... 난 봐서 살았는데.. 내 소중한 시간이 죽었습니다..ㅠㅠ
2,.... 이것도 공포 영화라고 참나.. ..  전설의고향보다 못하다
1,"그냥 ,, 정말 전형적인 일본느낌의 공포영화..귀신은 정말 웃겼다 .. 박나래씨가 맘먹고 분장하면 더 무서울듯하다.퀄리티도 높을듯 주인공 의문의1패의 정말 얼탱이 없는 최악의 결말.시라이는 꼭 피하시고 차라리 살아있다를 보겠소"
1,유튜브에서 토요미스테리극장 아무거나 두번 보는게 더 낫습니다 이영화는 쓰레기예요 주인공들이 링처럼 살고싶은 의지가 전혀없음 남주는 아 귀찮아 대충죽고 끝내자 이런느낌이고 여주는 있으나 마나임
1,진짜 개 노잼... Btv로 11000원주고 봤더만무서운장면은 10분도 안나오고무서운장면의 CG도 어이없어서 웃겼음 ㅋㅋ스포같아서 말은 안하겠지만 진짜 충격적으로 어이없는 부분 많으니 1000원 되면 보던가 보지말던가 하세요
1,cg 장난치냐...
쓰루 더 파이어
10,소방관으로서 사람생명을 목숨걸고 구해내는 사명감이 너무자랑스럽고 듬직하네요 열심히살아가는모습이보여졌어요 영화추천!!!
6,소방관 ....정말 대단하신블들입니다
10,매우 감동적으로 보았다 눈물 쮤금 나고 매우 감동적
10,"다시 일어서기 위해 큰 용기로 버틴, 벅찬 준비과정"
"아무튼, 아담"
10,박평식아? 그게 평론가라는 타이틀을 달고  할말이냐?에휴;;
8,재밌었음. 박평ㅅ 평론가님 꼭 ㅂㅅ 되셧음 소원합ㄴㄷ
10,"박평식인지 박ㅂㅅ인지는 잘 모르겠는데 ""어쨋든,발기""ㅋㅋㅋ 그러고도 니가 평론가를 떠나 사람이냐ㅋㅋㅋ"
10,실화 바탕 감동 실화 아무튼 아담 너무 감동적으로 봤습니다 ㅜㅜ 세번 울컥 눈물.... 힐링 받고 싶으신분 꼭 보세요 박평식 평론가 글은 저도 봤습니다 좀 심한듯 ...
8,예상대로 감동적인 실화 바탕의 영화입니다. 그나저나 영화 평론가란 사람이 어떻게 이 영화를 보고 이딴 평을 남길 수 있는지...
10,"울고 웃고 반복한 영화, 기대 만큼 정말 좋은 영화였다. 특정 장애를 가진 사람들만의 이야기가 아닌 우리의 인생이야기인것같다. 누구나 각자 어려움을 겪고 있고 그것을 위해 노력하여 극복해나아간다. 특히 아담의 인생에서는 아무에게나 주어지지 않는 사랑이 더욱 돋보인다. 가족, 친구, 간병인 진심가득한 사랑말이다."
8,희생자가 아닌 생존자로 내 스스로가 선택한 삶을 살 수 있도록
10,힘든일이있거나 할때 보면 위로가 될것같아요 특히 코로나로 힘든 요즘 많은분들이 이영화를 보고 힘내셨으면 좋겠습니다
10,박평식이가 저래되면 평점다시하려나
10,요새 많이 힘들었는데 영화보고 힐링했어요. 이런 이야기는 언제나 마음이 따뜻해지는 것 같습니다. 그리고 남자 주인공 연기가 너무 좋았다는 점!!
애프터 웨딩 인 뉴욕
8,영화는 괜찮았는데 관람평을 스포부터 하는 평론가가 있네요
10,미셸 윌리엄스 연기가 너무나 좋았던 ㅠㅠ.. 감동
9,아무리 원작이 훌륭하고 리메이크작이 못마땅해도 평론가 평이 &#39;긁어 부스럼을 만든 감독&#39;이라니... 감독뿐만 아니라 이 영화를 의미 있게 본 관객들까지 무시하는 평이라 보입니다. 그 평론가에게 말해주고 싶습니다. &#39;당신은 긁어 부스럼을 만든 평론가입니다.&#39;
10,우리가 삶을 스치는 걸까? 삶이 우리를 스치는 걸까? 요즘 많이 들던 생각들과 겹쳐서 공감됐다
9,"평점이 혹평과 호평으로 양극단이라서  큰 기대없이 보았는데, 저는 근래 본 영화중에서  가장 좋네요.  잔잔하면서도 생각할 여지를 남겨줍니다."
10,크로스젠더로 더 와닿았고 여운이 긴 영화
8,여운이 오래갈듯 농담 아님
10,생각 이상의 ㄱ재미가 있던 영화입니다
8,"마치 스릴러를 보는듯한 미스테리한 진행으로, 인물간의 미묘한 감정선을 타고 새로운 사건이 일어나면서 퍼즐이 하나씩 맞춰진다. 연기는 물론이고, 아름답고 깔끔한 영상과 잘 어울리는 배경 음악도 좋았고, 마지막 줄리안 무어의 절규엔 나도 울컥했다."
10,배우들의 연기가 인상깊었다!
어메이징 그레이스
8,흑인 가스펠의 진수. 첫곡 wholy holy 시작하는데 눈물이 줄줄 나옴. 비유나 과장아니고 내가 진짜 미쳤나 싶었음. 예수쟁이 아님. 90분 충만한 공연이었음. 내가 교회사람이었으면 여기저기 홍보했을 듯.
8,"영화는 예전 가스펠 음악을 교회에서 녹화한거라 생각보다 화질은 안좋으나 음악도 좋고 그 당시의 매력을 느낄수있는 시간이었습니다. 그런데 서울극장 11월 마지막 토요일 오후, 이 은혜롭고 잔잔한 음악에 집중해야하는 영화에 중간쯤 앉아서 늦게들어와서 남들 신경안쓰고 봉지 부시럭거리고 계속 수다떨었던 분들때문에 집중안되서 기분이안좋네요. 제발 본인들만 있는것도 아니고 개념 챙기고 배려심 챙기시고 부끄러운지아세요! 대체 이런영화보면서 그런 행동을 할 수 있는지 전혀 이해가 안 됩니다."
10,어메이징 그레이스. 나 같은 죄인 살리신 가장 위대한 명곡
9,소울이 느껴지는 가스펠의 진수를 보았다.스토리없이 음악으로만 만들수 있는 이유이기도 하다.짱
10,"너무 은혜받은 시간이었습니다찬양을 묵상하며, 하나님께 열광돌리는 교인들의 모습이 너무 아름다웠습니다."
9,가스펠의 진수를 느끼고 왔습니다. 음악적으로나 종교적으로 만족스러운 시간이었습니다.
10,어릴때 들었으면 전도 당했겠네
10,와이거진짜뭐지? 지짜최고 가스펠좋아하는사람이면 눈물안날수가없음
9,
10,광주극장에서 봤는데 신의 재능을 보았슺니다 홀리홀리~
용쟁호투
10,이소룡의 대작이죠. 정무문과 함께 최고의 영화로 개봉된지 40년이 되었지만 여전히 최고의 영화로 남아 있죠.
10,40연전 액션이라는게 믿어지지않을정도로 경이롭다..이소룡의 카리스마를 능가할 홍콩액션스타가 지금까지도 없다는게 아쉽지만 이소룡은 역시 전설이다!!
10,거울배틀은 지금봐도 예술~~ 뭔가 스타일적으로 시대를 앞서나간 영화랄까
10,40년 전 영화 맞나..
10,파이터 영화의 바이블이지 싶다...이 영화 너무 많이 봐서 꿈에 싱하횽이랑 같이 싸움....ㅇㅇ.와아양~~
10,이 명작을 본다는 것 그 자체가 영광이다. 뭘 더 말하겠습니까...
10,평점이너무 낮자나요즘cg 와이어액션이랑 비교도안되고 이소룡의 그타겨감은 누구도 따라올수없을만큼 전율이온다 이소룡보다 빠르고 화려한액션을 할수는 있겠지만 이처럼 선이아름답고 w박력있는 액션은 앞으로도나오지 않을것 ㅜㅜ
8,이소룡이 선구자라고 불리는 이유를 알게되는 영화....
10,롱테이크로 격투씬을 이토록 정직하게 보여줄 수 있는 배우. 전무후무하다.
9,단순한 액션영화를 넘어선 이소룡 영화
울지마 톤즈 2 : 슈크란 바바
10,정말 감동적인 영화 입니다. 신부님의 삶을보며 저의 삶도 되돌아보는 계기가 되었습니다
10,이태석 신부님의 삶을 보았습니다 ... 온몸으로 사랑을 실천하신 불꽃같은 그분의 삶을...영화를 보면서 잊고 있던 행복한 시간뿐만 아니라 삶의 의미 또한 찾아봤으면 좋겠습니다. 참 좋은 영화입니다. ~
10,위대한 인간 그 자체 입니다.
10,스타워즈 보려다 부모님께서 보자고 하셔서 봤는데 정말 감동적이에요 제가 얼마나 행복한 삶을 살고 있고 행복의 의미에 대해 다시 생각해보게 됐네요. 많은 생각을 하게 만드는 영화.
10,평범한 사람이지만 동시에 너무 대단한 분이다. 종교적인 메시지는 없으니 평소 관심이 있었거나 책을 접한 사람은 꼭 한 번 보았으면 좋겠다.
10,우리나라에서 난 최하위에서 10%겠지만 전세계로 보면 최상위 10%일지도 모르겠다는 생각이 들었어요. 이 시대를 살아가는 사람이라면 꼭 봐야 할 영화입니다
10,빛과 소금이 되신분 대단하시고 감동입니다 ㅠㅠ
10,진정으로 아름다운 분. 풍요로움 속에서도 여전히 물질적인 것을 추구하고 경쟁하며 살았던 자신을 되돌아보게 됐습니다.
10,아... 이런 분이 계시구나...
10,&#39;한 알의 밀알이 땅에 떨어져...&#39;성서구절이 보는 내내 떠올랐습니다...두려움없는 사랑을 실천하다 가신 신부님 존경합니다.뵌 적 없지만 그립구요.지금 톤즈는 어떻게 지내는지도 나왔더라면 더 좋았겠다 하는 아쉬움이 있습니다.
울프 콜
9,"깊은 물 속에서 오직 소리에 의지해 발빠른 대처를 해야하는 긴장감을 최대한 유지하면서, 복잡한 ‘원칙’이 서로 부딪힐 때 발생하는 딜레마를 완벽하게 살렸다. 헐리우드식 연출이라면 영웅서사 특유의 감동에 방점을 찍을 부분에서, 프랑스 영화 답게 냉혹한 현실의 멜랑꼴리함이 더욱 강조된다."
9,긴장감 어마어마함 연애 장면은 불필요
10,잠수함에서 음파탐지분야가 얼마나 중요한지 알수있는 스펙타클한 좋은영화였습니다.디테일에 감탄하였습니다.1917보다 감동적이었습니다.
10,저 돈안받았고요 알바도 아닙니다이런거 처음적어보는데 정말 재밌었고 곧 예매순위 1등찍을거에요!강추드립니다~
10,잠수함 영화라는것만 알고 봤는데 생각보다 훨씬 긴장감도 넘치고 좋았다 ㅠㅠ 주인공이 소리 들을때 같이 숨참으면서 나도 집중하게 됨
9,머리채잡고 잠수함안으로 끌어들입니다; 몰입도랑 사운드 미쳤고 너무 재밌게 봤어요. 하지만 주제 자체가 무거워서 가벼운 오락 영화는 아니에요.
10,괜찮은 전쟁영화 신선하고 재미있다!
10,평점왜이럼?좆노잼조선영화보다 2000배낫다.간만에 즐겁게본 영화중하나.재밌어요
10,실제 핵잠수함이라니 촬영 섭외 어려웠을듯 작품성 있는 전쟁영화는 오랜만사운드 때문에 라도 극장에서 보삼 지금 사람 없어서 갸꿀
10,요세  영화솔직히볼거없잖아요ㅜ 이거보셈 재밋음 1917 이랑 이거보셈 나머지영화는 그닥...
윤희에게
10,"""추신. 나도 네 꿈을 꿔"" 마지막 장면에서 윤희의 목소리가 내 눈시울을 붉혔다. 그리고 새봄아 너무 고마워"
10,"은은하고 그윽한 영화였습니다. 희애×소혜의 모녀케미도(정말 모녀지간 같음 심지어 닮았음...), 유빈×소혜의 꽁냥케미도 다 보기 좋았고, 영화 내내 내리는 눈에 따스함마저 느껴지는 색감이 무척 인상적이었습니다. 영화 끝나고 나오니 마침 만월이더군요, 여운이 오래 남을 것 같습니다. 좋은 영화에 감사드립니다."
10,이런 영화가 더 많이 생기길 바란다
10,후반부 유재명 아저씨랑 나올 때 눈물 터짐 ㅠㅠ 행복해야해 윤희야
10,우리들의 잘못이 아닌 것에 대한 이야기
10,"잔잔하고, 감동이 있습니다설경의 잔상이 오래가네요군더더기 없는 영화"
10,"난 이 영화가 왜 이렇게 좋을까. 접근하기 쉽지 않은 소재를 이렇게 반짝반짝하게 빚어낼 수 있다니, 감독의 재능이 놀랍다. 단연 최고의 '연말 무비'이자 2019년 '올해의 영화'."
10,이미 완전히 끝나버린 사랑도 있고 이제 시작하는 풋풋한 사랑도 있고  서로를 그리워하는 사랑도 있습니다 .여러가지 사랑이 서로 교차하면서도 그 느낌을 분명하게 보여줍니다퀴어영화로 보셔도 만족하실테고 서로를 그리워하는 친구의 영화로 보셔도 만족하실겁니다 . 영화에 대해 공감할 준비가 되어있고 누군가를 그리워 한 적이 있다면 추천합니다.
10,아내와 딸과 함께가서 봤습니다. 매번 시끄러운 영화만 보다가 생각할거리를 안겨주면서도 연말의 우울을 위로받을수 있는 영화임에 여운이 오래였습니다. 아내가 갱년기라 겨울이면 우울증이 심하게 오는데 마치 영화속 윤희와 새봄처럼 딸이 준 선물같은 영화에 오늘 하루정도는 우울을 벗어낸 것같습니다. 사랑하는 이들과 함께가서 보면 정말 좋을 영화입니다. 이런 좋은 영화를 준 감독 배우들께 감사드립니다.
10,부치지 못했던 편지들이 떠오르는 영화에요.
이유없는 반항
10,제임스딘  매력적이다 그 옛날 영화라고 믿기지  않을 정도로 작품성도  뛰어나다.
10,시대를 초월하는 그의 눈빛
7,이해하려고 하지마... 이유가 없으니까
9,"전설의 영화. 제임스 딘 정말 간지난다... 화려한 고전, 위대한 역작!"
10,제임스딘 살아 있었으면 하네.
7,뭔가 알맹이가 빠진 거 같다..
10,제임스딘 왜 유명한지 이걸보고알았다 간지쩌내 50년전이아니라 10년전같아;;;
10,성장하는 과정. 그 과도기의 아픔...
6,멋진 제임스 딘의 눈빛..
10,제임스딘의 명작영화 제임스딘의 반항연기는완벽햇다그멋잇고 잘생긴 얼굴은정말환상적이엿다
죽도 서핑 다이어리
1,"뭐가 이리 어설프고, 전달하려는 내용이 뭔지? 오늘만 사는 파도 위 서퍼들처럼 그냥 서핑이 좋아서 시나리도도 없이 만든 영화같음. 웬만한 독립영화보다 내용이 없음. 완성도를 위해 껴 넣은 출연 배우들 때문에 더 민망함"
1,TV드라마 스페셜보다 못한 영화.... 감독은  도대체 뭘 말하고 싶은걸까? 총체적난국...
1,낭비다 돈낭비 인력낭비
6,배경도 반갑고 나오시는분들도 실제 양양 서핑샵 강사분들이 나와서 반가운 영화였네요. 다만 너무 b급영화 느낌잌ㅋㅋㅋ
4,서퍼들을 위한 안식처
7,왜 비키니입은 서퍼는없는걸까요
2,하.  진짜 재미없네. 내 시간
5,죽도 홍보 영상? 영화도 드라마도 아니고 그렇다고 다큐멘터리도 아닌....
5,큰 내용없고 그냥 시원한 바다와 서핑타고 싶게 만드는게 다인듯
3,중간중간 인터뷰식의 대화장면이 영화라고 보기 힘들정도로 대본없이 그냥 막찍은듯합니다 아마 자연스러움을 위해 그랬겠죠? 술집씬 등에선 배우들의 목소리가 전달되지않을정도로 오디오 퀄리티가 낮았습니다 서핑을 좋아하는 서퍼들도 갸우뚱거리게 만드는 영화였어요 국내서핑 영화라면 차라리 유튭에 무료공개된 윈터서프2 를 보시는게 훨씬 더 낫습니다
창은
10,김우순 사랑해요ㅠㅠㅠ
8,자신의 위치나 처지에 따라 이영화가 주는 의미는 다양하게 다가올 것 같다. 열심히 살아 보려는 창은에게 가족들은 걸림돌 이었을까. ? ... 돌이켜보면 가족이란 울타리에서 당연한 대가를 바라며 살고 있진 않은지 혹은 그랬는지 돌아보게 되는 영화. 감명깊게 봤습니다 .
10,살아생전 이런 영화 처음 봅니다. 사는게 재미없고 팍팍하신 분 강추합니다. 주의)배꼽을 분실하실 수 있습니다.
10,"지금 사회를 살아가는 청춘들이 한번쯤 느껴봤을 법한 감정들을 많이 느낄 수 있었어요.덕분에 영화 보며 뭉클했던 순간들이 많았네요.영화에 나온 배우들, 특히 주인공 역할 맡은 배우가 참 인상깊어서다른 작품도 기대되게 만들어주더라고요!남들에게 말하지 못했던 나의 어린 시절을 되돌아보고 싶으신 분들에게 강추하는 영화입니다."
8,스토리와 연출에서 어설픔이 느껴지지만 그 안에 담긴 진심이 느껴지는 영화였습니다. 앞으로도 좋은 작품 만드셨으면 좋겠네요.
10,우순피디님 잘생겼어용ㅎ
4,창은아  나보다 형같아 보이는데 니가무슨 막내야 형38살이다
9,시놉시스를 보고 막내아들로서 공감대를 이르키게 하여 봤는데 생활연기가 굉장히 호감이었다!
10,이것은 연기인가 실제인가 모를정도.감독의 의도를 알듯 모를듯 무섭게 파고드는 현실감 개쩌는 코메디.제정신이 반드시 아닌 사람들이 만든거다 이건.그저 미쳤다는 말밖에 안나온다.고봉수를 제낀다 확실히.
테우리
7,줄거리를 잘 이끌고 가다가 이상한 반전으로 느껴지는건 개연성이 부족해서 일거다. 괜찮은 전개와 인물구성인데 아쉽다.
6,"양춘배, 양춘배! 테우리가 되고싶었던 남자"
2,진짜 이런걸 왜 만들까 ㅡㅡ 이해가 안가네
2,재미없다.
4,작은 접시에 너무나 많은 것을 담으려했네요. 웃음도 감동도 반전도 그다지 ...
6,"기대않고 봤는데, 배우들의 연기가 자연스럽습니다. 짱구의 연기가 제일 어색합니다."
3,"그냥 보기가 힘들었다,,"
10,"마지막에 주인공이 죽음을 선택했다면, 보다 원만하게 상황이 정리되었을 것이다. 그냥 살아남기로 결정했기에, 남은 날들은 이제 전보다 더 죽음과 같을  것이다. 이 영화의 내용, 특히 그 흐름과 결말에 동의하지 않으면서도 내가 10점을 남기는 이유는 인간으로서, 나 역시 그 상황이라면 결국엔 살아남는 것을 택하지 않을까 하는 마음 때문이다."
5,여전히 지속되는 감추려는 자들과 밝히려는 자들과의 대결
2,잘못됀 진실?이프로 부족이 아닌 이프로가 남았네요
프리저베이션 홀 재즈밴드
7,브에나 비스타 쇼셜클러 외전
10,모든 음악은 하나의 길로 통한다.
1,개노잼  영화에 쓴 내돈이 아까움
하트
10,재수없어서 제섭이에요? 정 가서 정가영인가?ㅋㅋㅋ
10,오늘의 정가영이 어제의 정가영에게. 그리고 내일의 정가영으로.
10,"정가영,,,당신만을 사랑해스토리가 너무 매력있다. 분명히 호불호는 갈릴 것이지만 분명히 매우 좋아할 사람들도 있을 영화"
10,보면 볼수록 정이 가는 울 정가영 감독님 하고 싶은거 다해요!!! 정가영 사랑해!!
7,부국제때 잘봤습니다 ㅋㅋㅋ발칙한영화ㅋㅋ 찌질한 방어연애 그자체를 보여주는ㅋㅋ 꼭 깐느영화제 가시길 !!ㅋㅋ
8,이번에도 대사빨 좋고 솔직하고 시원시원 쿨하고 적당히 예쁘게 감추지 않고 형식적으로는 일기장처럼 층이 복합적이고 그렇다고 지리멸렬하지는 않고 연기들도 좋고 무척 재밌었습니다만 소재가 데뷔작이랑 겹치네요. 좀더 평가받아야할 연출자인듯.
6,"정가영 감독만 할 수 있는 영화. 누가 따라 할래도 할 수 없다. 앞으로도 쭉 감독님이 하고 싶은 이야기 해나갔으면 좋겠다. 유니크하고, 좋아하는 사람들은 좋아할 영화를.."
6,이미지보다 말이 많은 영화. 대사들을 어떻게 이렇게 잘 쓰고 잘 말할 수 있을까.
8,대사가 너무 좋았어요ㅜㅜㅜㅜ
7,감독 정가영과 사람 정가영의 두가지 고민이 담겨있는 영화. 깐느에서 꼭 만나요
호우시절
10,"실제 출장시 이 영화와 매우 유사한 일을 겪은 사람으로써 한마디..정우성의 한국식 영어, 고원원의 중국식 영어는 정말 현실적인 영어다.두 사람 영어가지고 까지 마라. 정말 딱 저 정도 수준과 저 정도 감정이면 충분하다. 추억 돋게 만드는 영화!"
6,허진호 작품들은 매번 너무 좋다.
10,허진호 감독 최고의 영화라고 생각한다. 수채화 같은 사랑을 보여주는 영화.
10,한국판 '러브레터'.. 보면 볼수록 더 매력적인 명영화예요..^^
10,오늘같이 비오는밤  딱 어울리는 영화   고원원의 중국어를 듣고 중국어 배우기 시작했던 추억이 떠오른다 ..   다운로드 해놓고 가끔씩 꺼내보고 싶은 영화
7,호날두가 안나와서 7점
2,우리형 호우 !!!!~
10,우리형이 출연한 영화인데 당연히 10점 줘야지
9,로맨스영화가 이정도면 수작이지...정우성도 멋지고 고원원 진짜 매력있다.
9,노란자전거로 그들의 사랑은 계속되네
결백
6,평점 알바 특. 내용얘기보다 배우 연기 좋단말만 주구장창함...
1,평점 알바풀었나...
2,배우들의 연기만 좋았음 하지만 단점이 확실히 보인다. 영화 초반부 사건이 터지고 주인공의 변호사 실력을 보여주는 장면 그리고 잊고 살았던 아버지의 상을 뉴스로 접하면서 고향에 내려가는 초반부 까지만 영화는 잘 굴러갔다.  그 뒤로는 엄청난 부자연스러움과 신파들 이미 신파극은 신과함께에서 전부 써먹었다. 너무 나도 부자연 스러운 주인공 하루걸러 비가 오지만 우산쓰는 장면은 없다. 변호사라는 직업을  가졌음에도 폭행을 당해도 전혀 뒷말 없는 너무나도 인자한 변호사. 경찰이된 동창 그 동창은 온 마을사림들이 싫어하는 가족을 자신만은 그렇지 않다고 사건을 처음부터 계속 도와준다.(극중에서는 정말 오랜만에 만나는 상황임) 영화의 문제는 짧은 초반을 빼고서 뒤에 이야기는 전부 주인공과 어머니 그 가족들에 대한 이야기로 쭉 흘러간다. 이부분이 가장 중요하지만 한국 특유의 신파를 너무 길게 끌었다. 후반부에 폭발하듯이 터지는게 아니라 중반부터 계속해서 딸과 어머니의 신파극이 주를 이룬다. 또한 과도한 bgm 이러한 문제는 한국영화 인랑에서 많이 느꼈다. 바뀌는 상황마다 모든 장면에 bgm이 깔린다. 과한 bgm은 감상에 방해가 된다고 생각한다.
1,댓글 알바 소름이다 ㅋㅋㅋㅋ 너무 중간 중간 억지 감동 포인트 우겨넣어서 불편했는데 결말까지 그렇네 ㅋㅋㅋㅋ 댓글알바 특: 배우 연기 미쳤어요~ 꺅 ㅋㅋㅋㅋ
1,실망 뻔한스토리에 억지스럼
1,뻔한 신파극 평점알바풀었나 배우들 연기만 좋음
1,뻔뻔한 연출 식상한 유머코드
10,신혜선연기 넘 좋았어요!!
10,신혜선 배우 큰 스크린으로 봐도 아우라 장난아니다. 연기력 원래 쩌는건 알았는데 이번에 새삼 다시 보게됨! 동생 역 배우도 처음 보는데 연기 너무 잘한다. 연기구멍 1도 없어서 그런지 몰입도도 좋고. 오랜만에 극장에서 한국 영화 볼 맛 남!!
1,평점 9.71은 오바다 7점 정도가 적당함
내친구아내
9,진주는 언제봐도 맛나보임!!!
10,근친시리즈는 계속된다.!
9,진주누나 졸라이쁜데;; 요즘 진주누나씬만 오려붙이는중
1,배우가어지간히없나보다똑같은배우가제목만다르게해서사골로끊임없이출연하네
10,"난 나름 좋아는데, 한번 보세욬ㅋㅋㅋ"
2,물체가 움직이거나 어떤 일이 진행되는 빠르기
더 차일드
10,가벼운 유모차에서 무거운 스쿠터로..살포시 성장을 은유한다.
8,둘이 그렇게 머리를 맞대면 뭐든 못헤쳐 나가겠니.
6,너무 갑작스런 참회는 공감가기 힘들다..
8,끊임없이 사고 팔다가 사지말아야할것과 팔지 말아야할것에 손을 대고말았다. 다커서 어른이 되지 못한 이유는 무엇일까
8,부모의 무관심 속에서 아픈경험을통해 성장하는 아이들...
10,다르덴아저씨들 완전좋아요
8,쓰레기 같은 브루노의 행실이 쉽게 바뀌리라 생각치 않는다. 용서하고 싶지도 않다.
6,솔직히 연민보단 분노가 치밀었다. 경험해봐야만 옳고그름이 구별되는건가?
7,브뤼노의 울음은 한꺼번에 터진 성장통
7,"소재는 마음에 드는데, 전작인 아들에 견주면 큰 울림은 없다"
도둑들
8,ㅋㅋㅋ스토리도 탄탄하고 연기자들 연기도 누구 하나 나쁘지 않았는데 왜 저렇게 별로라고 그러지ㅋㅋ남들이 별로라 하니까 괜히 휩쓸려서 나쁘다 하는거 같은데 웃김ㅋㅋ이 정도면 평타는 쳤음
8,걍 전지현의 매력을 다시 살려준 영화..
6,웨이홍 역 캐스팅에 돈을 좀 투자했었어야....
8,사기꾼들이란 제목이 더 어울릴정도로.. 계속된 뒷통수 반전들이.. 2시간 넘게 집중할수 있는 했던.. 오락영화로 괜찮네..
8,김윤석 액션 연기 볼만했음
